source,label,participant,clip,total_frames,hand_frames,hand_rate,duration_s,flat_frac,centroid_z,flags,npz
aslcitizen,STOP,P11,12188061798454708-STOP,40,16,0.4,1.33,0.0,-0.7,LOW_HAND_RATE,train__STOP__P11__12188061798454708-STOP.npz
aslcitizen,WAIT,P31,6530795087181671-WAIT,80,32,0.4,2.67,0.0,-0.49,LOW_HAND_RATE,train__WAIT__P31__6530795087181671-WAIT.npz
wlasl,WHERE,WLASL_36,63082_11,65,26,0.4,2.17,0.0,1.94,LOW_HAND_RATE,train__WHERE__WLASL_36__wlasl_63082_11.npz
aslcitizen,WHY,P33,28913897920899023-WHY,125,50,0.4,4.18,0.08,0.63,LOW_HAND_RATE,train__WHY__P33__28913897920899023-WHY.npz
aslcitizen,BATHROOM,P9,3888732480052579-BATHROOM,87,35,0.402,2.91,0.0,-0.53,LOW_HAND_RATE,test__BATHROOM__P9__3888732480052579-BATHROOM.npz
aslcitizen,MORE,P47,010465663034460171-MORE,82,33,0.402,2.74,0.0,-0.63,LOW_HAND_RATE,test__MORE__P47__010465663034460171-MORE.npz
aslcitizen,MORE,P9,8473421461490096-MORE,82,33,0.402,2.74,0.0,0.27,LOW_HAND_RATE,test__MORE__P9__8473421461490096-MORE.npz
aslcitizen,SICK,P9,7932494857931853-SICK,112,45,0.402,3.73,0.0,0.53,LOW_HAND_RATE,test__SICK__P9__7932494857931853-SICK.npz
aslcitizen,THANKYOU,P47,08583141071601874-THANK YOU,87,35,0.402,3.48,0.0,-1.11,LOW_HAND_RATE,test__THANKYOU__P47__08583141071601874-THANK YOU.npz
aslcitizen,YES,P15,9605571410103191-YES,179,72,0.402,5.97,0.0,0.41,LOW_HAND_RATE,test__YES__P15__9605571410103191-YES.npz
aslcitizen,PLEASE,P51,6400788027798874-PLEASE,82,33,0.402,2.73,0.0,-0.2,LOW_HAND_RATE,train__PLEASE__P51__6400788027798874-PLEASE.npz
aslcitizen,WAIT,P17,384440946378765-WAIT,62,25,0.403,2.14,0.0,-0.5,LOW_HAND_RATE,test__WAIT__P17__384440946378765-WAIT.npz
aslcitizen,WATER,P9,5521352697044284-WATER,119,48,0.403,3.97,0.0,-0.32,LOW_HAND_RATE,test__WATER__P9__5521352697044284-WATER.npz
aslcitizen,HUNGRY,P51,3622473804574782-HUNGRY,77,31,0.403,2.57,0.0,-0.47,LOW_HAND_RATE,train__HUNGRY__P51__3622473804574782-HUNGRY.npz
aslcitizen,NAME,P30,8850902951414901-NAME,72,29,0.403,2.37,0.0,-0.21,LOW_HAND_RATE,train__NAME__P30__8850902951414901-NAME.npz
aslcitizen,WHERE,P51,09379414966671162-WHERE,77,31,0.403,2.57,0.0,0.19,LOW_HAND_RATE,train__WHERE__P51__09379414966671162-WHERE.npz
wlasl,INTERPRETER,WLASL_35,30257_3,99,40,0.404,3.3,0.0,1.17,LOW_HAND_RATE,train__INTERPRETER__WLASL_35__wlasl_30257_3.npz
aslcitizen,WHY,P37,8351529407222296-WHY,57,23,0.404,1.91,0.0,-0.49,LOW_HAND_RATE,train__WHY__P37__8351529407222296-WHY.npz
aslcitizen,DRINK,P12,7071450710791192-DRINK,47,19,0.404,1.57,0.0,0.19,LOW_HAND_RATE,val__DRINK__P12__7071450710791192-DRINK.npz
aslcitizen,BYE,P6,38351738059429663-BYE,37,15,0.405,1.24,0.0,-0.01,LOW_HAND_RATE,test__BYE__P6__38351738059429663-BYE.npz
aslcitizen,HOW,P29,4657020083869885-HOW,42,17,0.405,1.4,0.0,0.31,LOW_HAND_RATE,train__HOW__P29__4657020083869885-HOW.npz
aslcitizen,WAIT,P40,6807479789190645-WAIT,84,34,0.405,2.8,0.0,1.51,LOW_HAND_RATE,train__WAIT__P40__6807479789190645-WAIT.npz
aslcitizen,HOW,P22,1674169211464116-HOW 2,32,13,0.406,1.07,0.0,-0.17,LOW_HAND_RATE,test__HOW__P22__1674169211464116-HOW 2.npz
aslcitizen,WAIT,P9,6462406278843633-WAIT,101,41,0.406,3.37,0.0,-0.51,LOW_HAND_RATE,test__WAIT__P9__6462406278843633-WAIT.npz
aslcitizen,HOW,P42,5658430416463056-HOW 2,54,22,0.407,1.77,0.0,-0.44,LOW_HAND_RATE,test__HOW__P42__5658430416463056-HOW 2.npz
aslcitizen,DRINK,P37,8114625026876388-DRINK,54,22,0.407,1.8,0.0,-0.76,LOW_HAND_RATE,train__DRINK__P37__8114625026876388-DRINK.npz
aslcitizen,HOW,P14,4605549971284748-HOW 2,54,22,0.407,1.76,0.0,0.02,LOW_HAND_RATE,train__HOW__P14__4605549971284748-HOW 2.npz
aslcitizen,HOW,P29,21283972047425892-HOW,54,22,0.407,1.8,0.0,1.15,LOW_HAND_RATE,train__HOW__P29__21283972047425892-HOW.npz
aslcitizen,HURT,P37,9086920406108443-HURT,54,22,0.407,1.8,0.0,-0.33,LOW_HAND_RATE,train__HURT__P37__9086920406108443-HURT.npz
aslcitizen,WHAT,P48,805120769524823-WHAT 1,71,29,0.408,2.37,0.0,-0.35,LOW_HAND_RATE,test__WHAT__P48__805120769524823-WHAT 1.npz
aslcitizen,BATHROOM,P50,9550424988054464-BATHROOM,71,29,0.408,2.37,0.0,0.0,LOW_HAND_RATE,train__BATHROOM__P50__9550424988054464-BATHROOM.npz
aslcitizen,BYE,P11,6785992819227267-BYE,49,20,0.408,1.64,0.0,-0.57,LOW_HAND_RATE,train__BYE__P11__6785992819227267-BYE.npz
aslcitizen,DEAF,P30,068296817498531-DEAF,49,20,0.408,1.64,0.0,0.09,LOW_HAND_RATE,train__DEAF__P30__068296817498531-DEAF.npz
wlasl,EAT,WLASL_21,18325_20,71,29,0.408,2.37,0.067,0.12,LOW_HAND_RATE,train__EAT__WLASL_21__wlasl_18325_20.npz
aslcitizen,HUNGRY,P30,08855148657093093-HUNGRY,76,31,0.408,2.53,0.0,-0.42,LOW_HAND_RATE,train__HUNGRY__P30__08855148657093093-HUNGRY.npz
aslcitizen,DEAF,P42,1384893971212695-DEAF,44,18,0.409,1.47,0.0,-0.92,LOW_HAND_RATE,test__DEAF__P42__1384893971212695-DEAF.npz
aslcitizen,HURT,P22,3640743046469448-HURT,44,18,0.409,1.47,0.0,-0.58,LOW_HAND_RATE,test__HURT__P22__3640743046469448-HURT.npz
aslcitizen,THANKYOU,P9,6788237257016723-THANK YOU,88,36,0.409,2.9,0.0,2.26,LOW_HAND_RATE,test__THANKYOU__P9__6788237257016723-THANK YOU.npz
wlasl,WHO,WLASL_36,63226_8,66,27,0.409,2.2,0.0,-0.76,LOW_HAND_RATE,train__WHO__WLASL_36__wlasl_63226_8.npz
aslcitizen,HELLO,P22,5911924789322505-HELLO,39,16,0.41,1.3,0.0,-0.36,LOW_HAND_RATE,test__HELLO__P22__5911924789322505-HELLO.npz
aslcitizen,HELP,P42,7816987530892228-HELP,39,16,0.41,1.26,0.0,-0.0,LOW_HAND_RATE,test__HELP__P42__7816987530892228-HELP.npz
aslcitizen,NAME,P22,6398020473925876-NAME,39,16,0.41,1.3,0.0,-0.45,LOW_HAND_RATE,test__NAME__P22__6398020473925876-NAME.npz
aslcitizen,WAIT,P47,5185122660022305-WAIT,83,34,0.41,2.69,0.0,-0.56,LOW_HAND_RATE,test__WAIT__P47__5185122660022305-WAIT.npz
aslcitizen,SORRY,P11,6284344362350516-SORRY,61,25,0.41,2.04,0.0,-1.15,LOW_HAND_RATE,train__SORRY__P11__6284344362350516-SORRY.npz
aslcitizen,HOW,P15,7461257731188731-HOW 2,151,62,0.411,5.04,0.0,2.19,LOW_HAND_RATE,test__HOW__P15__7461257731188731-HOW 2.npz
aslcitizen,NAME,P47,5230881244500567-NAME,95,39,0.411,3.17,0.0,0.27,LOW_HAND_RATE,test__NAME__P47__5230881244500567-NAME.npz
aslcitizen,INTERPRETER,P39,3329218828052618-INTERPRETER,129,53,0.411,4.3,0.0,-0.59,LOW_HAND_RATE,val__INTERPRETER__P39__3329218828052618-INTERPRETER.npz
aslcitizen,EAT,P6,5672396093022622-EAT,34,14,0.412,1.13,0.0,2.46,LOW_HAND_RATE,test__EAT__P6__5672396093022622-EAT.npz
aslcitizen,HUNGRY,P50,43016432877599997-HUNGRY,68,28,0.412,2.27,0.0,-0.85,LOW_HAND_RATE,train__HUNGRY__P50__43016432877599997-HUNGRY.npz
aslcitizen,NAME,P11,4290157295522645-NAME,51,21,0.412,1.7,0.0,-1.1,LOW_HAND_RATE,train__NAME__P11__4290157295522645-NAME.npz
aslcitizen,SICK,P12,08956501268165051-SICK,51,21,0.412,1.7,0.0,-0.19,LOW_HAND_RATE,val__SICK__P12__08956501268165051-SICK.npz
aslcitizen,MORE,P6,6785155090626982-MORE,46,19,0.413,1.54,0.0,-0.33,LOW_HAND_RATE,test__MORE__P6__6785155090626982-MORE.npz
aslcitizen,EAT,P27,30148795754394175-EAT,46,19,0.413,1.53,0.0,-0.27,LOW_HAND_RATE,train__EAT__P27__30148795754394175-EAT.npz
aslcitizen,HELP,P26,4382571867616978-HELP,63,26,0.413,2.11,0.0,-1.22,LOW_HAND_RATE,val__HELP__P26__4382571867616978-HELP.npz
aslcitizen,HUNGRY,P21,306250682526525-HUNGRY,75,31,0.413,2.5,0.0,0.14,LOW_HAND_RATE,val__HUNGRY__P21__306250682526525-HUNGRY.npz
aslcitizen,DEAF,P27,16912580920764397-DEAF 2,58,24,0.414,1.93,0.0,-0.08,LOW_HAND_RATE,train__DEAF__P27__16912580920764397-DEAF 2.npz
aslcitizen,DEAF,P52,4994362968658792-seedDEAF,99,41,0.414,3.18,0.0,-0.52,LOW_HAND_RATE,train__DEAF__P52__4994362968658792-seedDEAF.npz
aslcitizen,HOW,P16,174515932829846-HOW 2,58,24,0.414,1.93,0.0,-0.24,LOW_HAND_RATE,train__HOW__P16__174515932829846-HOW 2.npz
aslcitizen,INTERPRETER,P52,39859507411761474-seedINTERPRETER,128,53,0.414,4.2,0.0,-0.4,LOW_HAND_RATE,train__INTERPRETER__P52__39859507411761474-seedINTERPRETER.npz
aslcitizen,NAME,P50,44454593042241-NAME,58,24,0.414,1.93,0.0,-0.07,LOW_HAND_RATE,train__NAME__P50__44454593042241-NAME.npz
aslcitizen,SICK,P16,5954902678633454-SICK,58,24,0.414,1.93,0.0,-0.3,LOW_HAND_RATE,train__SICK__P16__5954902678633454-SICK.npz
aslcitizen,HELP,P21,6037747479203328-HELP,58,24,0.414,1.89,0.0,-0.8,LOW_HAND_RATE,val__HELP__P21__6037747479203328-HELP.npz
aslcitizen,HELP,P9,5043430847938863-HELP,94,39,0.415,3.13,0.0,2.01,LOW_HAND_RATE,test__HELP__P9__5043430847938863-HELP.npz
aslcitizen,EAT,P30,07556064610191737-EAT 2,53,22,0.415,1.77,0.0,-0.46,LOW_HAND_RATE,train__EAT__P30__07556064610191737-EAT 2.npz
aslcitizen,HELP,P31,1512241224851143-HELP,94,39,0.415,3.13,0.0,0.8,LOW_HAND_RATE,train__HELP__P31__1512241224851143-HELP.npz
wlasl,HUNGRY,WLASL_0,28376_5,94,39,0.415,3.76,0.0,-0.14,LOW_HAND_RATE,train__HUNGRY__WLASL_0__wlasl_28376_5.npz
aslcitizen,EAT,P21,0392835216734122-EAT,53,22,0.415,1.77,0.0,0.01,LOW_HAND_RATE,val__EAT__P21__0392835216734122-EAT.npz
aslcitizen,WAIT,P21,5419469718181713-WAIT,53,22,0.415,1.77,0.0,-0.57,LOW_HAND_RATE,val__WAIT__P21__5419469718181713-WAIT.npz
aslcitizen,HELP,P40,12979829347320937-HELP,89,37,0.416,2.98,0.0,-0.1,LOW_HAND_RATE,train__HELP__P40__12979829347320937-HELP.npz
aslcitizen,HOW,P40,7666802297995068-HOW,77,32,0.416,2.57,0.0,-0.62,LOW_HAND_RATE,train__HOW__P40__7666802297995068-HOW.npz
aslcitizen,PLEASE,P31,9117047483562963-PLEASE,77,32,0.416,2.57,0.0,1.02,LOW_HAND_RATE,train__PLEASE__P31__9117047483562963-PLEASE.npz
aslcitizen,INTERPRETER,P15,29839436575740796-INTERPRETER,84,35,0.417,2.74,0.0,-0.07,LOW_HAND_RATE,test__INTERPRETER__P15__29839436575740796-INTERPRETER.npz
aslcitizen,NAME,P15,3644933452013184-NAME,103,43,0.417,3.44,0.0,-0.01,LOW_HAND_RATE,test__NAME__P15__3644933452013184-NAME.npz
aslcitizen,WHY,P36,5236898172561582-WHY,72,30,0.417,2.4,0.067,0.03,LOW_HAND_RATE,train__WHY__P36__5236898172561582-WHY.npz
aslcitizen,DEAF,P21,43403942633801873-DEAF 2,60,25,0.417,2.0,0.0,-0.34,LOW_HAND_RATE,val__DEAF__P21__43403942633801873-DEAF 2.npz
aslcitizen,PAIN,P18,054502038668710284-PAIN,55,23,0.418,2.2,0.0,2.01,LOW_HAND_RATE,test__PAIN__P18__054502038668710284-PAIN.npz
wlasl,BATHROOM,WLASL_2,05297_15,93,39,0.419,3.72,0.0,0.45,LOW_HAND_RATE,train__BATHROOM__WLASL_2__wlasl_05297_15.npz
aslcitizen,PAIN,P37,42535053648961685-PAIN,62,26,0.419,2.07,0.0,-1.17,LOW_HAND_RATE,train__PAIN__P37__42535053648961685-PAIN.npz
aslcitizen,HUNGRY,P12,8724961433813252-HUNGRY,62,26,0.419,2.07,0.0,0.27,LOW_HAND_RATE,val__HUNGRY__P12__8724961433813252-HUNGRY.npz
aslcitizen,SICK,P42,23601871909315686-SICK,50,21,0.42,1.62,0.0,-0.44,LOW_HAND_RATE,test__SICK__P42__23601871909315686-SICK.npz
aslcitizen,DEAF,P27,33243997680017356-DEAF,50,21,0.42,1.67,0.0,-0.02,LOW_HAND_RATE,train__DEAF__P27__33243997680017356-DEAF.npz
aslcitizen,HOW,P51,1334132333742275-HOW,76,32,0.421,2.53,0.0,0.08,LOW_HAND_RATE,train__HOW__P51__1334132333742275-HOW.npz
aslcitizen,PAIN,P16,23654051116994124-PAIN,57,24,0.421,1.9,0.0,-0.96,LOW_HAND_RATE,train__PAIN__P16__23654051116994124-PAIN.npz
aslcitizen,WHO,P16,9816718901577759-WHO,57,24,0.421,1.9,0.0,-0.06,LOW_HAND_RATE,train__WHO__P16__9816718901577759-WHO.npz
aslcitizen,YES,P37,8699610978899361-YES,57,24,0.421,1.86,0.0,-0.31,LOW_HAND_RATE,train__YES__P37__8699610978899361-YES.npz
aslcitizen,WHAT,P15,15957405560017013-WHAT 1,135,57,0.422,4.5,0.0,0.87,LOW_HAND_RATE,test__WHAT__P15__15957405560017013-WHAT 1.npz
aslcitizen,EAT,P27,7562678306866626-EAT 2,45,19,0.422,1.5,0.0,-0.07,LOW_HAND_RATE,train__EAT__P27__7562678306866626-EAT 2.npz
aslcitizen,BYE,P14,7072634397394595-BYE,52,22,0.423,1.74,0.0,-0.82,LOW_HAND_RATE,train__BYE__P14__7072634397394595-BYE.npz
aslcitizen,DEAF,P50,4378089019640199-DEAF 2,71,30,0.423,2.37,0.0,-0.51,LOW_HAND_RATE,train__DEAF__P50__4378089019640199-DEAF 2.npz
aslcitizen,WHAT,P52,31977909341879607-seedWHAT 1,104,44,0.423,3.34,0.0,-0.41,LOW_HAND_RATE,train__WHAT__P52__31977909341879607-seedWHAT 1.npz
aslcitizen,HOW,P26,971003020665846-HOW,71,30,0.423,2.33,0.0,0.27,LOW_HAND_RATE,val__HOW__P26__971003020665846-HOW.npz
aslcitizen,HOW,P22,6748698769153474-HOW 2,33,14,0.424,1.11,0.0,-0.41,LOW_HAND_RATE,test__HOW__P22__6748698769153474-HOW 2.npz
aslcitizen,PLEASE,P42,9697873113607589-PLEASE,85,36,0.424,2.83,0.0,-0.23,LOW_HAND_RATE,test__PLEASE__P42__9697873113607589-PLEASE.npz
aslcitizen,BATHROOM,P27,33742973281851274-BATHROOM,59,25,0.424,1.97,0.0,-0.64,LOW_HAND_RATE,train__BATHROOM__P27__33742973281851274-BATHROOM.npz
aslcitizen,SICK,P40,9005893183984361-SICK,92,39,0.424,3.03,0.0,0.23,LOW_HAND_RATE,train__SICK__P40__9005893183984361-SICK.npz
aslcitizen,EAT,P26,5938554372186748-EAT 2,59,25,0.424,1.93,0.0,-0.84,LOW_HAND_RATE,val__EAT__P26__5938554372186748-EAT 2.npz
aslcitizen,INTERPRETER,P26,7449413893913774-INTERPRETER,85,36,0.424,2.8,0.0,-0.67,LOW_HAND_RATE,val__INTERPRETER__P26__7449413893913774-INTERPRETER.npz
wlasl,WHAT,WLASL_36,62965_27,73,31,0.425,2.44,0.0,0.49,LOW_HAND_RATE,train__WHAT__WLASL_36__wlasl_62965_27.npz
aslcitizen,HELLO,P35,9203138462369036-HELLO,68,29,0.426,2.27,0.0,-0.88,LOW_HAND_RATE,test__HELLO__P35__9203138462369036-HELLO.npz
aslcitizen,HELP,P22,3982436455452034-HELP,47,20,0.426,1.57,0.0,-0.4,LOW_HAND_RATE,test__HELP__P22__3982436455452034-HELP.npz
aslcitizen,WATER,P6,41194332281860335-WATER,47,20,0.426,1.57,0.0,0.01,LOW_HAND_RATE,test__WATER__P6__41194332281860335-WATER.npz
aslcitizen,DRINK,P29,6370983911545496-DRINK 2,61,26,0.426,2.03,0.0,-0.22,LOW_HAND_RATE,train__DRINK__P29__6370983911545496-DRINK 2.npz
aslcitizen,DRINK,P43,42284981094391094-DRINK 2,47,20,0.426,1.57,0.0,0.48,LOW_HAND_RATE,train__DRINK__P43__42284981094391094-DRINK 2.npz
aslcitizen,UNDERSTAND,P16,6810397598953175-UNDERSTAND,54,23,0.426,1.8,0.0,0.34,LOW_HAND_RATE,train__UNDERSTAND__P16__6810397598953175-UNDERSTAND.npz
aslcitizen,NO,P26,8079226457278508-NO,68,29,0.426,2.23,0.0,-1.01,LOW_HAND_RATE,val__NO__P26__8079226457278508-NO.npz
aslcitizen,SICK,P26,3176950945974586-SICK,54,23,0.426,1.77,0.0,-0.26,LOW_HAND_RATE,val__SICK__P26__3176950945974586-SICK.npz
aslcitizen,STOP,P47,692674622436245-STOP,89,38,0.427,3.17,0.0,0.75,LOW_HAND_RATE,test__STOP__P47__692674622436245-STOP.npz
aslcitizen,SORRY,P7,62778761952392-SORRY,75,32,0.427,2.5,0.0,1.95,LOW_HAND_RATE,train__SORRY__P7__62778761952392-SORRY.npz
aslcitizen,HOW,P49,8037153286426952-HOW 2,35,15,0.429,2.33,0.0,0.23,LOW_HAND_RATE,test__HOW__P49__8037153286426952-HOW 2.npz
aslcitizen,BYE,P36,048776623388550044-BYE,49,21,0.429,1.63,0.0,0.09,LOW_HAND_RATE,train__BYE__P36__048776623388550044-BYE.npz
aslcitizen,DEAF,P51,05057852158030385-DEAF 2,70,30,0.429,2.33,0.0,1.16,LOW_HAND_RATE,train__DEAF__P51__05057852158030385-DEAF 2.npz
aslcitizen,HOW,P50,639527032932734-HOW 2,56,24,0.429,1.87,0.0,-0.52,LOW_HAND_RATE,train__HOW__P50__639527032932734-HOW 2.npz
aslcitizen,HUNGRY,P11,30359172301114734-HUNGRY,49,21,0.429,1.63,0.0,-0.84,LOW_HAND_RATE,train__HUNGRY__P11__30359172301114734-HUNGRY.npz
aslcitizen,PLEASE,P29,8801721942460268-PLEASE,203,87,0.429,6.77,0.0,-1.19,LOW_HAND_RATE,train__PLEASE__P29__8801721942460268-PLEASE.npz
aslcitizen,WHO,P27,21560081346679438-WHO,42,18,0.429,1.4,0.0,-1.03,LOW_HAND_RATE,train__WHO__P27__21560081346679438-WHO.npz
aslcitizen,HELLO,P26,020030442376253177-HELLO,49,21,0.429,1.64,0.0,-0.89,LOW_HAND_RATE,val__HELLO__P26__020030442376253177-HELLO.npz
wlasl,DEAF,WLASL_36,14882_6,107,46,0.43,3.57,0.0,-0.04,LOW_HAND_RATE,train__DEAF__WLASL_36__wlasl_14882_6.npz
aslcitizen,UNDERSTAND,P35,9618610602589022-UNDERSTAND,58,25,0.431,1.94,0.0,-0.69,LOW_HAND_RATE,test__UNDERSTAND__P35__9618610602589022-UNDERSTAND.npz
aslcitizen,NO,P50,6137110171725737-NO,72,31,0.431,2.4,0.0,-1.05,LOW_HAND_RATE,train__NO__P50__6137110171725737-NO.npz
aslcitizen,WATER,P50,6842760193004458-WATER,65,28,0.431,2.17,0.0,-0.59,LOW_HAND_RATE,train__WATER__P50__6842760193004458-WATER.npz
aslcitizen,DRINK,P6,9563854183405713-DRINK,37,16,0.432,1.23,0.0,0.17,LOW_HAND_RATE,test__DRINK__P6__9563854183405713-DRINK.npz
aslcitizen,WHERE,P9,5194308575650113-WHERE,88,38,0.432,2.94,0.0,-0.63,LOW_HAND_RATE,test__WHERE__P9__5194308575650113-WHERE.npz
aslcitizen,WHAT,P26,24519151833954478-WHAT 2,88,38,0.432,2.9,0.0,1.39,LOW_HAND_RATE,val__WHAT__P26__24519151833954478-WHAT 2.npz
aslcitizen,HURT,P15,012509443500401618-HURT,90,39,0.433,2.93,0.0,-0.37,LOW_HAND_RATE,test__HURT__P15__012509443500401618-HURT.npz
aslcitizen,NAME,P9,5222576863044399-NAME,90,39,0.433,3.0,0.0,0.93,LOW_HAND_RATE,test__NAME__P9__5222576863044399-NAME.npz
aslcitizen,WHAT,P49,0902884729181257-WHAT 2,30,13,0.433,2.0,0.0,-0.25,LOW_HAND_RATE,test__WHAT__P49__0902884729181257-WHAT 2.npz
wlasl,DRINK,WLASL_21,17713_21,90,39,0.433,3.0,0.0,0.07,LOW_HAND_RATE,train__DRINK__WLASL_21__wlasl_17713_21.npz
aslcitizen,NO,P27,9644130188424822-NO,60,26,0.433,2.0,0.0,-0.85,LOW_HAND_RATE,train__NO__P27__9644130188424822-NO.npz
aslcitizen,SORRY,P37,8989337086309281-SORRY,60,26,0.433,2.0,0.0,-1.05,LOW_HAND_RATE,train__SORRY__P37__8989337086309281-SORRY.npz
aslcitizen,BYE,P27,011053589241707185-BYE,53,23,0.434,1.77,0.0,-0.55,LOW_HAND_RATE,train__BYE__P27__011053589241707185-BYE.npz
aslcitizen,HOW,P40,9811460119529283-HOW,83,36,0.434,2.74,0.0,-0.26,LOW_HAND_RATE,train__HOW__P40__9811460119529283-HOW.npz
aslcitizen,DEAF,P40,14662097708148014-DEAF,92,40,0.435,3.08,0.0,-0.27,LOW_HAND_RATE,train__DEAF__P40__14662097708148014-DEAF.npz
wlasl,DRINK,WLASL_36,17710_11,69,30,0.435,2.3,0.0,0.17,LOW_HAND_RATE,train__DRINK__WLASL_36__wlasl_17710_11.npz
aslcitizen,SORRY,P27,29761682879368934-SORRY,62,27,0.435,2.07,0.0,0.35,LOW_HAND_RATE,train__SORRY__P27__29761682879368934-SORRY.npz
aslcitizen,SORRY,P51,09933901999031058-SORRY,85,37,0.435,2.83,0.0,-1.14,LOW_HAND_RATE,train__SORRY__P51__09933901999031058-SORRY.npz
wlasl,YES,WLASL_28,64280_15,62,27,0.435,2.07,0.0,0.05,LOW_HAND_RATE,train__YES__WLASL_28__wlasl_64280_15.npz
aslcitizen,SICK,P21,47832051707828005-SICK,62,27,0.435,2.07,0.0,-0.5,LOW_HAND_RATE,val__SICK__P21__47832051707828005-SICK.npz
aslcitizen,THANKYOU,P21,0006320057552187119-THANK YOU,46,20,0.435,1.53,0.0,1.19,LOW_HAND_RATE,val__THANKYOU__P21__0006320057552187119-THANK YOU.npz
aslcitizen,DEAF,P6,8849383543656688-DEAF,39,17,0.436,1.3,0.0,-0.35,LOW_HAND_RATE,test__DEAF__P6__8849383543656688-DEAF.npz
aslcitizen,SICK,P17,6885382807632885-SICK,78,34,0.436,2.6,0.0,-0.31,LOW_HAND_RATE,test__SICK__P17__6885382807632885-SICK.npz
aslcitizen,WHAT,P47,48553283978859585-WHAT 2,94,41,0.436,3.03,0.0,-0.43,LOW_HAND_RATE,test__WHAT__P47__48553283978859585-WHAT 2.npz
aslcitizen,BATHROOM,P31,8654983846054765-BATHROOM,78,34,0.436,2.61,0.0,-0.61,LOW_HAND_RATE,train__BATHROOM__P31__8654983846054765-BATHROOM.npz
aslcitizen,HOW,P40,6618742352834965-HOW 2,78,34,0.436,2.61,0.0,-0.83,LOW_HAND_RATE,train__HOW__P40__6618742352834965-HOW 2.npz
aslcitizen,NO,P43,5372668319999747-NO,55,24,0.436,1.83,0.0,0.33,LOW_HAND_RATE,train__NO__P43__5372668319999747-NO.npz
aslcitizen,UNDERSTAND,P36,6745834273988278-UNDERSTAND,55,24,0.436,1.83,0.0,-0.18,LOW_HAND_RATE,train__UNDERSTAND__P36__6745834273988278-UNDERSTAND.npz
aslcitizen,BYE,P15,9133589855079114-BYE,87,38,0.437,2.9,0.0,-0.85,LOW_HAND_RATE,test__BYE__P15__9133589855079114-BYE.npz
aslcitizen,HOW,P6,34193514830123983-HOW 2,48,21,0.438,1.6,0.0,-0.18,LOW_HAND_RATE,test__HOW__P6__34193514830123983-HOW 2.npz
aslcitizen,YES,P26,8977694836593926-YES,64,28,0.438,2.13,0.0,-0.21,LOW_HAND_RATE,val__YES__P26__8977694836593926-YES.npz
aslcitizen,DEAF,P22,917307734866669-DEAF 2,41,18,0.439,1.37,0.0,-0.46,LOW_HAND_RATE,test__DEAF__P22__917307734866669-DEAF 2.npz
aslcitizen,BYE,P27,21550036390436733-BYE,66,29,0.439,2.2,0.0,-0.87,LOW_HAND_RATE,train__BYE__P27__21550036390436733-BYE.npz
aslcitizen,HOW,P22,12045635816655964-HOW,34,15,0.441,1.14,0.0,-0.36,LOW_HAND_RATE,test__HOW__P22__12045635816655964-HOW.npz
wlasl,BATHROOM,WLASL_36,05298_16,93,41,0.441,3.1,0.0,0.34,LOW_HAND_RATE,train__BATHROOM__WLASL_36__wlasl_05298_16.npz
aslcitizen,DEAF,P14,41048138699229675-DEAF,59,26,0.441,1.97,0.0,-0.31,LOW_HAND_RATE,train__DEAF__P14__41048138699229675-DEAF.npz
aslcitizen,WATER,P16,7176990560462237-WATER,68,30,0.441,2.27,0.0,0.02,LOW_HAND_RATE,train__WATER__P16__7176990560462237-WATER.npz
aslcitizen,HOW,P26,48721608073646605-HOW 2,68,30,0.441,2.23,0.0,-0.02,LOW_HAND_RATE,val__HOW__P26__48721608073646605-HOW 2.npz
aslcitizen,MORE,P26,17984011488050022-MORE,59,26,0.441,1.93,0.0,-0.34,LOW_HAND_RATE,val__MORE__P26__17984011488050022-MORE.npz
aslcitizen,STOP,P26,7757946316597986-STOP,59,26,0.441,1.97,0.0,0.78,LOW_HAND_RATE,val__STOP__P26__7757946316597986-STOP.npz
aslcitizen,DRINK,P22,8595649055844512-DRINK 2,43,19,0.442,1.43,0.0,-0.27,LOW_HAND_RATE,test__DRINK__P22__8595649055844512-DRINK 2.npz
aslcitizen,HELP,P6,9702910950898831-HELP,52,23,0.442,1.73,0.0,-0.51,LOW_HAND_RATE,test__HELP__P6__9702910950898831-HELP.npz
aslcitizen,HOW,P47,06437354909692172-HOW,86,38,0.442,2.87,0.0,-0.59,LOW_HAND_RATE,test__HOW__P47__06437354909692172-HOW.npz
aslcitizen,THANKYOU,P16,031705941185190545-THANK YOU,52,23,0.442,1.73,0.0,0.2,LOW_HAND_RATE,train__THANKYOU__P16__031705941185190545-THANK YOU.npz
aslcitizen,HURT,P16,834862039759457-HURT,61,27,0.443,2.03,0.0,-0.49,LOW_HAND_RATE,train__HURT__P16__834862039759457-HURT.npz
aslcitizen,HURT,P4,012220954143284501-HURT,97,43,0.443,3.24,0.0,0.7,LOW_HAND_RATE,train__HURT__P4__012220954143284501-HURT.npz
aslcitizen,SORRY,P30,9287154847825414-SORRY,106,47,0.443,3.55,0.0,-1.06,LOW_HAND_RATE,train__SORRY__P30__9287154847825414-SORRY.npz
aslcitizen,WAIT,P16,8068498353201266-WAIT,97,43,0.443,3.23,0.0,-0.81,LOW_HAND_RATE,train__WAIT__P16__8068498353201266-WAIT.npz
